Subject Head_Dist.cm Time Trial Message L_Pupil_Diameter.mm L_Event R_Pupil_Diameter.mm R_Event L_Missing.Total R_Missing.Total Stimulus PreTrial
11 70 257.413 1 NA 5.9423 Fixation 6.1965 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 261.411 1 NA 5.9416 Fixation 6.2073 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 265.409 1 NA 5.9405 Fixation 6.2085 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 269.406 1 NA 5.9407 Fixation 6.2078 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 273.404 1 NA 5.9373 Fixation 6.2051 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 277.402 1 NA 5.9375 Fixation 6.211 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 281.4 1 NA 5.9386 Fixation 6.2114 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 285.398 1 NA 5.9364 Fixation 6.2128 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 289.395 1 NA 5.9381 Fixation 6.2131 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 293.393 1 NA 5.9425 Fixation 6.2097 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 297.391 1 NA 5.9459 Fixation 6.2093 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 301.389 1 NA 5.95 Fixation 6.2047 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 305.387 1 NA 5.953 Fixation 6.2027 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 309.384 1 NA 5.9569 Fixation 6.2047 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 313.382 1 NA 5.9593 Fixation 6.2089 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 317.38 1 NA 5.9631 Fixation 6.2057 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 321.378 1 NA 5.9709 Fixation 6.2074 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 325.375 1 NA 5.9745 Fixation 6.2089 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 329.373 1 NA 5.9788 Fixation 6.2092 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 333.371 1 NA 5.9852 Fixation 6.21 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 337.369 1 NA 5.9831 Fixation 6.2101 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 341.367 1 NA 5.9841 Fixation 6.2109 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 345.364 1 NA 5.9836 Fixation 6.2085 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 349.362 1 NA 5.9854 Fixation 6.2064 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 353.36 1 NA 5.9915 Fixation 6.2023 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 357.358 1 NA 5.9892 Fixation 6.2037 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 361.356 1 NA 5.9906 Fixation 6.2031 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 365.353 1 NA 5.9882 Fixation 6.2057 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 369.351 1 NA 5.983 Fixation 6.2002 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 373.349 1 NA 5.9831 Fixation 6.1954 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 377.347 1 NA 5.9828 Fixation 6.1933 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 381.345 1 NA 5.9862 Fixation 6.1963 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 385.342 1 NA 5.9867 Fixation 6.1978 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 389.34 1 NA 5.9873 Fixation 6.1934 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 393.338 1 NA 5.9859 Fixation 6.1916 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
11 70 397.336 1 NA 5.9838 Fixation 6.1944 Fixation 0.27939817869869343 0.27689058994324933 "ISI 1" 0
